Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,igseq_BarcodeFwd,igseq_BarcodeRev,igseq_Chain,igseq_Run,igseq_Specimen_CellCount,igseq_Specimen_CellType,igseq_Specimen,igseq_Specimen_Subject,igseq_Specimen_Timepoint,igseq_Type,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR33160234,missing,AMPLICON,606,207683472,PRJNA1121265,SAMN48011526,Model organism or animal,109742665,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421240,uncalculated,uncalculated,missing,6,11,light,200904_M05588_0331_000000000-J6442,70000,IgG+,RM6561WK80IGG,6561,80,lambda,Illumina MiSeq,6561,RM6561WK80GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK80GL,missing,SRP512417,missing
SRR33160235,missing,AMPLICON,605,1338659300,PRJNA1121265,SAMN48011561,Model organism or animal,816990151,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421239,uncalculated,uncalculated,missing,2,6,light,210319_M00281_0004_000000000-JJ3LL,145000,IgG+,RM6070WK12IGG,6070,12,kappa,Illumina MiSeq,6070,RM6070WK12GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM6070WK12GK,missing,SRP512417,missing
SRR33160236,missing,AMPLICON,606,2217827892,PRJNA1121265,SAMN48011560,Model organism or animal,1413664798,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421238,uncalculated,uncalculated,missing,1,19,heavy,210401_M05588_0397_000000000-JLRG6,145000,IgG+,RM6070WK12IGG,6070,12,gamma,Illumina MiSeq,6070,RM6070WK12GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM6070WK12GH,missing,SRP512417,missing
SRR33160237,missing,AMPLICON,605,1512189030,PRJNA1121265,SAMN48011559,Model organism or animal,1140277317,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421237,uncalculated,uncalculated,missing,2,11,light,210507_M05588_0411_000000000-JMH2W,219000,IgG+,RM41328WK72IGG,41328,72,lambda,Illumina MiSeq,41328,RM41328WK72GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM41328WK72GL,missing,SRP512417,missing
SRR33160238,missing,AMPLICON,606,112665702,PRJNA1121265,SAMN48011558,Model organism or animal,64371137,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421236,uncalculated,uncalculated,missing,1,19,heavy,210312_M00281_0001_000000000-JG46C,219000,IgG+,RM41328WK72IGG,41328,72,gamma,Illumina MiSeq,41328,RM41328WK72GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM41328WK72GH,missing,SRP512417,missing
SRR33160239,missing,AMPLICON,604,1227651744,PRJNA1121265,SAMN48011601,Model organism or animal,867691875,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421235,uncalculated,uncalculated,missing,3,18,heavy,210723_M05588_0438_000000000-JV83N,840000,IgG+,RMV033WK16IGG,V033,16,gamma,Illumina MiSeq,V033,RMV033WK16GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RMV033WK16GH2,missing,SRP512417,missing
SRR33160240,missing,AMPLICON,602,11466148316,PRJNA1121265,SAMN48011600,Model organism or animal,7776645158,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421234,uncalculated,uncalculated,missing,5,8,light,210723_M05588_0438_000000000-JV83N,600000,IgG+,RMV033WK08IGG,V033,8,kappa,Illumina MiSeq,V033,RMV033WK08GK2alt,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T19:01:00Z,1,RMV033WK08GK2alt,missing,SRP512417,missing
SRR33160241,missing,AMPLICON,602,3673300456,PRJNA1121265,SAMN48011599,Model organism or animal,2475906988,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421233,uncalculated,uncalculated,missing,5,7,light,210723_M05588_0438_000000000-JV83N,600000,IgG+,RMV033WK08IGG,V033,8,kappa,Illumina MiSeq,V033,RMV033WK08GK2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:52:00Z,1,RMV033WK08GK2,missing,SRP512417,missing
SRR33160242,missing,AMPLICON,606,3778718454,PRJNA1121265,SAMN48011598,Model organism or animal,2635683027,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421232,uncalculated,uncalculated,missing,6,7,light,210712_M05588_0434_000000000-JT6TN,900000,IgG+,RMV033WK12IGG,V033,12,kappa,Illumina MiSeq,V033,RMV033WK12GK4alt,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RMV033WK12GK4alt,missing,SRP512417,missing
SRR33160243,missing,AMPLICON,606,1236353322,PRJNA1121265,SAMN48011597,Model organism or animal,865640872,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421231,uncalculated,uncalculated,missing,6,8,light,210712_M05588_0434_000000000-JT6TN,900000,IgG+,RMV033WK12IGG,V033,12,kappa,Illumina MiSeq,V033,RMV033WK12GK4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RMV033WK12GK4,missing,SRP512417,missing
SRR33160244,missing,AMPLICON,605,4954910675,PRJNA1121265,SAMN48011596,Model organism or animal,3628186106,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421230,uncalculated,uncalculated,missing,2,17,heavy,210712_M05588_0434_000000000-JT6TN,900000,IgG+,RMV033WK12IGG,V033,12,gamma,Illumina MiSeq,V033,RMV033WK12GH4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RMV033WK12GH4,missing,SRP512417,missing
SRR33160245,missing,AMPLICON,604,11526850760,PRJNA1121265,SAMN48011595,Model organism or animal,6639437949,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421229,uncalculated,uncalculated,missing,18,10,light,210716_M00281_0053_000000000-JLMBL,1300000,IgG+,RMV033WK20IGG,V033,20,kappa,Illumina MiSeq,V033,RMV033WK20GK2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:53:00Z,1,RMV033WK20GK2,missing,SRP512417,missing
SRR33160246,missing,AMPLICON,603,4260760614,PRJNA1121265,SAMN48011594,Model organism or animal,2571180701,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421228,uncalculated,uncalculated,missing,4,19,heavy,210716_M00281_0053_000000000-JLMBL,1300000,IgG+,RMV033WK20IGG,V033,20,gamma,Illumina MiSeq,V033,RMV033WK20GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RMV033WK20GH2,missing,SRP512417,missing
SRR33160247,missing,AMPLICON,606,50074386,PRJNA1121265,SAMN48011593,Model organism or animal,26143564,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421227,uncalculated,uncalculated,missing,6,8,light,210709_M00281_0049_000000000-JT6W3,900000,IgG+,RMV033WK12IGG,V033,12,kappa,Illumina MiSeq,V033,RMV033WK12GK3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV033WK12GK3,missing,SRP512417,missing
SRR33160248,missing,AMPLICON,605,36863860,PRJNA1121265,SAMN48011592,Model organism or animal,19258690,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421226,uncalculated,uncalculated,missing,2,17,heavy,210709_M00281_0049_000000000-JT6W3,900000,IgG+,RMV033WK12IGG,V033,12,gamma,Illumina MiSeq,V033,RMV033WK12GH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV033WK12GH3,missing,SRP512417,missing
SRR33160249,missing,AMPLICON,604,244976360,PRJNA1121265,SAMN48011529,Model organism or animal,129194565,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421225,uncalculated,uncalculated,missing,18,15,light,200904_M05588_0331_000000000-J6442,50000,IgG+,RM6561WK192IGG,6561,192,lambda,Illumina MiSeq,6561,RM6561WK192GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK192GL,missing,SRP512417,missing
SRR33160250,missing,AMPLICON,604,4084620064,PRJNA1121265,SAMN48011591,Model organism or animal,2692324685,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421224,uncalculated,uncalculated,missing,18,9,light,210625_M05588_0429_000000000-JRJCG,198000,IgG+,RM42056WK88IGG,42056,88,kappa,Illumina MiSeq,42056,RM42056WK88GK2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM42056WK88GK2,missing,SRP512417,missing
SRR33160251,missing,AMPLICON,606,831647736,PRJNA1121265,SAMN48011590,Model organism or animal,573290363,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421223,uncalculated,uncalculated,missing,6,20,heavy,210625_M05588_0429_000000000-JRJCG,198000,IgG+,RM42056WK88IGG,42056,88,gamma,Illumina MiSeq,42056,RM42056WK88GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK88GH2,missing,SRP512417,missing
SRR33160252,missing,AMPLICON,605,7820398795,PRJNA1121265,SAMN48011589,Model organism or animal,5390458949,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421222,uncalculated,uncalculated,missing,17,9,light,210628_M05588_0430_000000000-JRJB2,840000,IgG+,RMV033WK16IGG,V033,16,kappa,Illumina MiSeq,V033,RMV033WK16GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:54:00Z,1,RMV033WK16GK,missing,SRP512417,missing
SRR33160253,missing,AMPLICON,606,174773430,PRJNA1121265,SAMN48011588,Model organism or animal,79994832,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421221,uncalculated,uncalculated,missing,6,7,light,210625_M00281_0043_000000000-JRJNJ,900000,IgG+,RMV033WK12IGG,V033,12,kappa,Illumina MiSeq,V033,RMV033WK12GKalt,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV033WK12GKalt,missing,SRP512417,missing
SRR33160254,missing,AMPLICON,606,52699578,PRJNA1121265,SAMN48011587,Model organism or animal,24033625,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421220,uncalculated,uncalculated,missing,6,8,light,210625_M00281_0043_000000000-JRJNJ,900000,IgG+,RMV033WK12IGG,V033,12,kappa,Illumina MiSeq,V033,RMV033WK12GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV033WK12GK,missing,SRP512417,missing
SRR33160255,missing,AMPLICON,602,4372487336,PRJNA1121265,SAMN48011586,Model organism or animal,2924523252,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421219,uncalculated,uncalculated,missing,5,8,light,210622_M05588_0428_000000000-JRHC4,600000,IgG+,RMV033WK08IGG,V033,8,kappa,Illumina MiSeq,V033,RMV033WK08GKalt,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:52:00Z,1,RMV033WK08GKalt,missing,SRP512417,missing
SRR33160256,missing,AMPLICON,602,1055723186,PRJNA1121265,SAMN48011585,Model organism or animal,701903158,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421218,uncalculated,uncalculated,missing,5,7,light,210622_M05588_0428_000000000-JRHC4,600000,IgG+,RMV033WK08IGG,V033,8,kappa,Illumina MiSeq,V033,RMV033WK08GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RMV033WK08GK,missing,SRP512417,missing
SRR33160257,missing,AMPLICON,604,4822178356,PRJNA1121265,SAMN48011584,Model organism or animal,3498568347,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421217,uncalculated,uncalculated,missing,3,18,heavy,210628_M05588_0430_000000000-JRJB2,840000,IgG+,RMV033WK16IGG,V033,16,gamma,Illumina MiSeq,V033,RMV033WK16GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RMV033WK16GH,missing,SRP512417,missing
SRR33160258,missing,AMPLICON,605,135935635,PRJNA1121265,SAMN48011583,Model organism or animal,62931747,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421216,uncalculated,uncalculated,missing,2,17,heavy,210625_M00281_0043_000000000-JRJNJ,900000,IgG+,RMV033WK12IGG,V033,12,gamma,Illumina MiSeq,V033,RMV033WK12GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV033WK12GH,missing,SRP512417,missing
SRR33160259,missing,AMPLICON,606,4063560270,PRJNA1121265,SAMN48011582,Model organism or animal,2801133505,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421215,uncalculated,uncalculated,missing,1,16,heavy,210622_M05588_0428_000000000-JRHC4,600000,IgG+,RMV033WK08IGG,V033,8,gamma,Illumina MiSeq,V033,RMV033WK08GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:53:00Z,1,RMV033WK08GH,missing,SRP512417,missing
SRR33160260,missing,AMPLICON,605,571849630,PRJNA1121265,SAMN48011528,Model organism or animal,296660324,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421214,uncalculated,uncalculated,missing,17,14,light,200904_M05588_0331_000000000-J6442,120000,IgG+,RM6561WK120IGG,6561,120,lambda,Illumina MiSeq,6561,RM6561WK120GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK120GL,missing,SRP512417,missing
SRR33160261,missing,AMPLICON,605,2113914165,PRJNA1121265,SAMN48011581,Model organism or animal,1239773956,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421213,uncalculated,uncalculated,missing,17,13,light,220211_M00281_0112_000000000-JVB77,198000,IgG+,RM42056WK88IGG,42056,88,lambda,Illumina MiSeq,42056,RM42056WK88GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM42056WK88GL,missing,SRP512417,missing
SRR33160262,missing,AMPLICON,604,911997116,PRJNA1121265,SAMN48011580,Model organism or animal,687206621,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421212,uncalculated,uncalculated,missing,18,9,light,210611_M05588_0423_000000000-JHYVH,198000,IgG+,RM42056WK88IGG,42056,88,kappa,Illumina MiSeq,42056,RM42056WK88GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK88GK,missing,SRP512417,missing
SRR33160263,missing,AMPLICON,604,437046548,PRJNA1121265,SAMN48011557,Model organism or animal,242021475,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421211,uncalculated,uncalculated,missing,3,9,light,210305_M05588_0384_000000000-JGBFB,462000,IgG+,RM40591WK128IGG,40591,128,kappa,Illumina MiSeq,40591,RM40591WK128GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM40591WK128GL2,missing,SRP512417,missing
SRR33160264,missing,AMPLICON,606,1531015974,PRJNA1121265,SAMN48011556,Model organism or animal,847007462,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421210,uncalculated,uncalculated,missing,1,7,light,210305_M05588_0384_000000000-JGBFB,700000,IgG+,RM40591WK96IGG,40591,96,kappa,Illumina MiSeq,40591,RM40591WK96GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM40591WK96GL2,missing,SRP512417,missing
SRR33160265,missing,AMPLICON,606,62044704,PRJNA1121265,SAMN48011555,Model organism or animal,33453150,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421209,uncalculated,uncalculated,missing,6,20,heavy,210219_M00281_0678_000000000-JK5F8,462000,IgG+,RM40591WK128IGG,40591,128,gamma,Illumina MiSeq,40591,RM40591WK128GH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK128GH3,missing,SRP512417,missing
SRR33160266,missing,AMPLICON,603,341711055,PRJNA1121265,SAMN48011554,Model organism or animal,180788616,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421208,uncalculated,uncalculated,missing,4,19,heavy,210219_M00281_0678_000000000-JK5F8,700000,IgG+,RM40591WK96IGG,40591,96,gamma,Illumina MiSeq,40591,RM40591WK96GH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK96GH3,missing,SRP512417,missing
SRR33160267,missing,AMPLICON,602,386972824,PRJNA1121265,SAMN48011553,Model organism or animal,206480859,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421207,uncalculated,uncalculated,missing,5,12,light,210203_M00281_0673_000000000-JGBDK,100000,IgG+,RM6561WK256IGG,6561,256,lambda,Illumina MiSeq,6561,RM6561WK256GL5,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GL5,missing,SRP512417,missing
SRR33160268,missing,AMPLICON,606,65172876,PRJNA1121265,SAMN48011552,Model organism or animal,37044194,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421206,uncalculated,uncalculated,missing,6,16,heavy,210203_M00281_0673_000000000-JGBDK,100000,IgG+,RM6561WK256IGG,6561,256,gamma,Illumina MiSeq,6561,RM6561WK256GH5,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GH5,missing,SRP512417,missing
SRR33160269,missing,AMPLICON,602,57626450,PRJNA1121265,SAMN48011525,Model organism or animal,31408207,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421205,uncalculated,uncalculated,missing,5,20,heavy,200904_M05588_0331_000000000-J6442,50000,IgG+,RM6561WK192IGG,6561,192,gamma,Illumina MiSeq,6561,RM6561WK192GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK192GH,missing,SRP512417,missing
SRR33160270,missing,AMPLICON,602,56883582,PRJNA1121265,SAMN48011551,Model organism or animal,35953047,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421204,uncalculated,uncalculated,missing,5,12,light,210126_M05588_0367_000000000-JF8P7,100000,IgG+,RM6561WK256IGG,6561,256,lambda,Illumina MiSeq,6561,RM6561WK256GL4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GL4,missing,SRP512417,missing
SRR33160271,missing,AMPLICON,606,12656916,PRJNA1121265,SAMN48011550,Model organism or animal,7988604,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421203,uncalculated,uncalculated,missing,6,16,heavy,210126_M05588_0367_000000000-JF8P7,100000,IgG+,RM6561WK256IGG,6561,256,gamma,Illumina MiSeq,6561,RM6561WK256GH4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GH4,missing,SRP512417,missing
SRR33160272,missing,AMPLICON,602,39732,PRJNA1121265,SAMN48011549,Model organism or animal,90807,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421202,uncalculated,uncalculated,missing,5,12,light,210107_M05588_0362_000000000-JF87R,100000,IgG+,RM6561WK256IGG,6561,256,lambda,Illumina MiSeq,6561,RM6561WK256GL3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GL3,missing,SRP512417,missing
SRR33160273,missing,AMPLICON,606,9090,PRJNA1121265,SAMN48011548,Model organism or animal,68920,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421201,uncalculated,uncalculated,missing,6,16,heavy,210107_M05588_0362_000000000-JF87R,100000,IgG+,RM6561WK256IGG,6561,256,gamma,Illumina MiSeq,6561,RM6561WK256GH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GH3,missing,SRP512417,missing
SRR33160274,missing,AMPLICON,602,75715346,PRJNA1121265,SAMN48011547,Model organism or animal,55447356,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421200,uncalculated,uncalculated,missing,5,12,light,201218_M00281_0663_000000000-JF87N,100000,IgG+,RM6561WK256IGG,6561,256,lambda,Illumina MiSeq,6561,RM6561WK256GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GL2,missing,SRP512417,missing
SRR33160275,missing,AMPLICON,606,39849348,PRJNA1121265,SAMN48011546,Model organism or animal,29891605,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421199,uncalculated,uncalculated,missing,6,16,heavy,201218_M00281_0663_000000000-JF87N,100000,IgG+,RM6561WK256IGG,6561,256,gamma,Illumina MiSeq,6561,RM6561WK256GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GH2,missing,SRP512417,missing
